"통계분류","항목","단위","1994 년","1995 년","1996 년","2002 년","2004 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2013 년","2015 년","2017 년","2019 년","2021 년",
"대재이상","유모어·풍자","","","","2.2","","","","","","","0","","","","","","",
"대재이상","공상과학소설","","","","1","","","","","","","0","","","","","","",
"대재이상","과학,기술","","","","","","","","","","","0",".9","","","","","",
"대재이상","시,소설,수필","","","","","","","","","","","0","28.2","","","","","",
"대재이상","무협,판타지,추리소설","","","","","","","","","","","0","10.5","","","","","",
"대재이상","예술,문화","","","","","","","","","","","0","3.8","3.9","4.1","4.1","","",
"대재이상","재테크,부동산","","","","","","","","","","","0","3.6","3.1","","2.8","","",
"대재이상","역사,지리","","","","","","","","","","","0","3.1","2.9","3.6","3.8","","",
"대재이상","어학,컴퓨터","","","","","","","","","","","0","2.2","3.2","","","","",
"대재이상","문학도서","","","","","49.2","47.1","39.9","","","","41.5","","26","26.5","23.3","","",
"대재이상","일반소설","","","","","26.3","25.2","22.3","","","","0","","","","","","",
"대재이상","수기, 전기","","","","5.4","1.7","1.6","2.4","","","","0","","","","","","",
"대재이상","동화","","","","",".5",".2",".3","","","","0","","","","","","",
"대재이상","다큐멘터리","","","","6.1","1.8","1.5","1.9","","","","0","","","","","","",
"대재이상","문학외교양","","","","","17.5","17.5","24.9","","","","20.1","","","","","","",
"대재이상","경제, 경영","","","","4.4","3.6","5.2","6.2","","","","0","","","","","","",
"대재이상","종교","","","","3","3.4","3","6.4","","","","0","","","","","","",
"대재이상","과학, 기술","","","","3","2","1.4","2","","","","0","","","","","","",
"대재이상","예술","","","","1","1.5","1.2","2.3","","","","0","","","","","","",
"대재이상","법, 정치","","","","",".9","1.8",".9","","","","0","","","","","","",
"대재이상","실용, 취미도서류","","","","3.3","20.6","24.3","25.6","","","","32.8","","","","","","",
"대재이상","요리","","","","","1.3",".7",".7","","","","0","","","","","","",
"대재이상","건강, 다이어트","","","","","2.6","3.2","3.3","","","","0","","","","","","",
"대재이상","여성, 육아","","","","","1.5","2.6","2","","","","0","","","","","","",
"대재이상","취미","","","","","1.7","1.9","2.1","","","","0","","","","","","",
"대재이상","연예, 오락","","","","","2.8","2.2","1.9","","","","0","","","","","","",
"대재이상","여행","","","","","1.3","1.5","2.8","","","","0","","","","","","",
"대재이상","스포츠","","","",".3","2.9","2.8","2.9","","","","0","","","","","","",
"대재이상","컴퓨터","","","","3","3","2.8","2.4","","","","0","","","","","","",
"대재이상","만화, 무협지","","","","","8.3","7.1","6.1","","","","0","","","","","","",
"대재이상","무협지, 판타지소설","","","","","4.5","3.3","3.8","","","","0","","","","","","",
"대재이상","만화","","","","","3.8","3.8","2.3","","","","0","","","","","","",
"대재이상","철학,사상,종교","","","","","","","","","","","0","7.8","8.7","7.9","7.7","","",
"대재이상","기 타","","","","1.4","1.1",".4",".9","","","","5.6",".1","","","","","",
"없음","사례수","","","","","","","","233","278","283","0","","","","1433","","",
"없음","계","","","","","","","","","","","0","","","","100","","",
"없음","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","12.1","","",
"없음","수필","","","","","","","",".7","0","1.3","0","","","","","","",
"없음","재테크","","","","","","","","1.8",".7",".5","0","","","","","","",
"없음","철학, 사상, 종교","","","","","","","",".2","0","0","0","","","","","","",
"없음","자기계발서","","","","","","","","","","","0","","","","9.8","","",
"없음","취미,오락,여행,건강","","","","","","","","","","","0","","","","12.7","","",
"없음","경제,경영","","","","","","","","","","","0","","","","7.9","","",
"없음","정치,사회,시사","","","","","","","","","","","0","","","","4.8","","",
"없음","어학, 외국어","","","","","","","",".1","0","0","0","","","","2.1","","",
"없음","역사, 지리","","","","","","","",".2","0",".3","0","","","","","","",
"없음","가정,육아,요리","","","","","","","","","","","0","","","","5.8","","",
"없음","시","","","","","","","",".2","0",".5","0","","","","","","",
"없음","책을 전혀 읽지 않는다","","","","","","","","62.1","92.6","74.8","0","","","","","","",
"없음","선호분야없음","","","","","","","","","","","0","","","","","","",
"없음","국내소설","","","","","","","","","","","0","","","","","","",
"없음","추리소설","","","","","","","","1","0",".6","0","","","","","","",
"없음","외국소설","","","","","","","","","","","0","","","","","","",
"없음","유모어·풍자","","","","","","","","","","","0","","","","","","",
"없음","공상과학소설","","","","","","","","","","","0","","","","","","",
"없음","과학,기술","","","","","","","","","","","0","","","","","","",
"없음","시,소설,수필","","","","","","","","","","","0","","","","","","",
"없음","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"없음","예술,문화","","","","","","","","","","","0","","","","4.5","","",
"없음","재테크,부동산","","","","","","","","","","","0","","","","3.2","","",
"없음","역사,지리","","","","","","","","","","","0","","","","3","","",
"없음","어학,컴퓨터","","","","","","","","","","","0","","","","","","",
"없음","문학도서","","","","","","","","8.2",".4","5.5","0","","","","22.6","","",
"없음","일반소설","","","","","","","","4.4","0","1.6","0","","","","","","",
"없음","수기, 전기","","","","","","","","0","0",".6","0","","","","","","",
"없음","동화","","","","","","","","1","0",".3","0","","","","","","",
"없음","다큐멘터리","","","","","","","",".9",".4",".5","0","","","","","","",
"없음","문학외교양","","","","","","","","6.1",".2","2.3","0","","","","","","",
"없음","경제, 경영","","","","","","","","2.8","0","1.6","0","","","","","","",
"없음","종교","","","","","","","","2.6","0","0","0","","","","","","",
"없음","과학, 기술","","","","","","","",".2",".2",".3","0","","","","","","",
"없음","예술","","","","","","","","0","0",".1","0","","","","","","",
"없음","법, 정치","","","","","","","",".1","0","0","0","","","","","","",
"없음","실용, 취미도서류","","","","","","","","15","5.7","13.9","0","","","","","","",
"없음","요리","","","","","","","","1.5",".2","1","0","","","","","","",
"없음","건강, 다이어트","","","","","","","","2.6",".8","1.7","0","","","","","","",
"없음","여성, 육아","","","","","","","","1.2","1.6","4.1","0","","","","","","",
"없음","취미","","","","","","","","2","1.2","1.8","0","","","","","","",
"없음","연예, 오락","","","","","","","","3.2",".9","3.5","0","","","","","","",
"없음","여행","","","","","","","","1.5","0",".5","0","","","","","","",
"없음","스포츠","","","","","","","","2.4",".2",".5","0","","","","","","",
"없음","컴퓨터","","","","","","","","1.1","0",".2","0","","","","","","",
"없음","만화, 무협지","","","","","","","","68.2","1.1","3.3","0","","","","","","",
"없음","무협지, 판타지소설","","","","","","","","2.3","0",".9","0","","","","","","",
"없음","만화","","","","","","","","2.1","1.1","2.5","0","","","","","","",
"없음","철학,사상,종교","","","","","","","","","","","0","","","","9.8","","",
"없음","기 타","","","","","","","","1.7","0",".1","0","","","","","","",
"1~5권","사례수","","","","","","","","289","167","334","0","","458","977","883","","",
"1~5권","계","","","","","","","","","","","0","","100","","100","","",
"1~5권","소설( 장르 소설 포함)","","","","","","","","","","","0","","10","12","15","","",
"1~5권","수필","","","","","","","","6.7","9.5","8.4","0","","","","","","",
"1~5권","재테크","","","","","","","","6.4","5.5","6.1","0","","","","","","",
"1~5권","철학, 사상, 종교","","","","","","","","1.5","2","1.2","0","","","","","","",
"1~5권","자기계발서","","","","","","","","","","","0","","7.9","8.6","9.7","","",
"1~5권","취미,오락,여행,건강","","","","","","","","","","","0","","15.7","12.5","9.7","","",
"1~5권","경제,경영","","","","","","","","","","","0","","8.1","7.8","7.3","","",
"1~5권","정치,사회,시사","","","","","","","","","","","0","","3.5","4.1","4.9","","",
"1~5권","어학, 외국어","","","","","","","","1.6","1.9",".8","0","","","","2.6","","",
"1~5권","역사, 지리","","","","","","","","2.4","2","1.1","0","","","","","","",
"1~5권","가정,육아,요리","","","","","","","","","","","0","","6.5","6.7","5","","",
"1~5권","시","","","","","","","","2.5","2.1","4.2","0","","","","","","",
"1~5권","책을 전혀 읽지 않는다","","","","","","","","0","0","0","0","","","","","","",
"1~5권","선호분야없음","","","","","","","","","","","0","","","","","","",
"1~5권","국내소설","","","","","","","","","","","0","","","","","","",
"1~5권","추리소설","","","","","","","","4.1","5","7.7","0","","","","","","",
"1~5권","외국소설","","","","","","","","","","","0","","","","","","",
"1~5권","유모어·풍자","","","","","","","","","","","0","","","","","","",
"1~5권","공상과학소설","","","","","","","","","","","0","","","","","","",
"1~5권","과학,기술","","","","","","","","","","","0","","","","","","",
"1~5권","시,소설,수필","","","","","","","","","","","0","","","","","","",
"1~5권","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"1~5권","예술,문화","","","","","","","","","","","0","","4.2","3.7","3.5","","",
"1~5권","재테크,부동산","","","","","","","","","","","0","","4.6","","2.5","","",
"1~5권","역사,지리","","","","","","","","","","","0","","1.7","3.1","4.3","","",
"1~5권","어학,컴퓨터","","","","","","","","","","","0","","2.5","","","","",
"1~5권","문학도서","","","","","","","","38.2","46.9","50.7","0","","24","26.6","22.8","","",
"1~5권","일반소설","","","","","","","","19.7","25.6","22.2","0","","","","","","",
"1~5권","수기, 전기","","","","","","","","1.4","2.5","3.1","0","","","","","","",
"1~5권","동화","","","","","","","","1.7",".3","1.8","0","","","","","","",
"1~5권","다큐멘터리","","","","","","","","2.1","1.9","3.3","0","","","","","","",
"1~5권","문학외교양","","","","","","","","20.1","18.4","14","0","","","","","","",
"1~5권","경제, 경영","","","","","","","","6.7","5.1","3.6","0","","","","","","",
"1~5권","종교","","","","","","","","7","6.8","5.5","0","","","","","","",
"1~5권","과학, 기술","","","","","","","","1.1",".8","1.7","0","","","","","","",
"1~5권","예술","","","","","","","",".5",".8",".5","0","","","","","","",
"1~5권","법, 정치","","","","","","","",".9","1",".5","0","","","","","","",
"1~5권","실용, 취미도서류","","","","","","","","26.6","28.5","28.3","0","","","","","","",
"1~5권","요리","","","","","","","","3","2.3","2.3","0","","","","","","",
"1~5권","건강, 다이어트","","","","","","","","5.4","6.3","4.1","0","","","","","","",
"1~5권","여성, 육아","","","","","","","","2.5","3.2","3.2","0","","","","","","",
"1~5권","취미","","","","","","","","4.3","3.8","3.5","0","","","","","","",
"1~5권","연예, 오락","","","","","","","","3.3","1.4","2.7","0","","","","","","",
"1~5권","여행","","","","","","","","2.2","1.8","2.3","0","","","","","","",
"1~5권","스포츠","","","","","","","","2","1.7","2.6","0","","","","","","",
"1~5권","컴퓨터","","","","","","","","2",".7",".6","0","","","","","","",
"1~5권","만화, 무협지","","","","","","","","8.8","4.7","6.4","0","","","","","","",
"1~5권","무협지, 판타지소설","","","","","","","","3.7","2.5","4.8","0","","","","","","",
"1~5권","만화","","","","","","","","3","2.2","1.6","0","","","","","","",
"1~5권","철학,사상,종교","","","","","","","","","","","0","","10.2","9.3","10.5","","",
"1~5권","기 타","","","","","","","","2.1","1.4",".6","0","","","","","","",
"6~10권","사례수","","","","","","","","","","191","0","","531","1131","239","","",
"6~10권","계","","","","","","","","","","","0","","100","","100","","",
"6~10권","소설( 장르 소설 포함)","","","","","","","","","","","0","","9.8","12.6","13.5","","",
"6~10권","수필","","","","","","","","","","9.6","0","","","","","","",
"6~10권","재테크","","","","","","","","","","5.8","0","","","","","","",
"6~10권","철학, 사상, 종교","","","","","","","","","","3.3","0","","","","","","",
"6~10권","자기계발서","","","","","","","","","","","0","","8.5","9.2","8.6","","",
"6~10권","취미,오락,여행,건강","","","","","","","","","","","0","","12","11.7","7.7","","",
"6~10권","경제,경영","","","","","","","","","","","0","","8.1","6.3","7.1","","",
"6~10권","정치,사회,시사","","","","","","","","","","","0","","3.8","3.3","6","","",
"6~10권","어학, 외국어","","","","","","","","","","2.6","0","","","","4.7","","",
"6~10권","역사, 지리","","","","","","","","","","2.8","0","","","","","","",
"6~10권","가정,육아,요리","","","","","","","","","","","0","","6.5","5.5","2.9","","",
"6~10권","시","","","","","","","","","","4.5","0","","","","","","",
"6~10권","책을 전혀 읽지 않는다","","","","","","","","","","0","0","","","","","","",
"6~10권","선호분야없음","","","","","","","","","","","0","","","","","","",
"6~10권","국내소설","","","","","","","","","","","0","","","","","","",
"6~10권","추리소설","","","","","","","","","","5.2","0","","","","","","",
"6~10권","외국소설","","","","","","","","","","","0","","","","","","",
"6~10권","유모어·풍자","","","","","","","","","","","0","","","","","","",
"6~10권","공상과학소설","","","","","","","","","","","0","","","","","","",
"6~10권","과학,기술","","","","","","","","","","","0","","","","","","",
"6~10권","시,소설,수필","","","","","","","","","","","0","","","","","","",
"6~10권","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"6~10권","예술,문화","","","","","","","","","","","0","","3.3","3.6","5.2","","",
"6~10권","재테크,부동산","","","","","","","","","","","0","","2.9","","1.8","","",
"6~10권","역사,지리","","","","","","","","","","","0","","3","3.5","4","","",
"6~10권","어학,컴퓨터","","","","","","","","","","","0","","2.5","","","","",
"6~10권","문학도서","","","","","","","","","","47.8","0","","27","27.5","26.4","","",
"6~10권","일반소설","","","","","","","","","","23","0","","","","","","",
"6~10권","수기, 전기","","","","","","","","","","3","0","","","","","","",
"6~10권","동화","","","","","","","","","",".4","0","","","","","","",
"6~10권","다큐멘터리","","","","","","","","","","2.1","0","","","","","","",
"6~10권","문학외교양","","","","","","","","","","21.4","0","","","","","","",
"6~10권","경제, 경영","","","","","","","","","","5.2","0","","","","","","",
"6~10권","종교","","","","","","","","","","6.2","0","","","","","","",
"6~10권","과학, 기술","","","","","","","","","","1.8","0","","","","","","",
"6~10권","예술","","","","","","","","","",".8","0","","","","","","",
"6~10권","법, 정치","","","","","","","","","","1.3","0","","","","","","",
"6~10권","실용, 취미도서류","","","","","","","","","","24.2","0","","","","","","",
"6~10권","요리","","","","","","","","","","1.3","0","","","","","","",
"6~10권","건강, 다이어트","","","","","","","","","","4.7","0","","","","","","",
"6~10권","여성, 육아","","","","","","","","","","2.4","0","","","","","","",
"6~10권","취미","","","","","","","","","","2.4","0","","","","","","",
"6~10권","연예, 오락","","","","","","","","","","1.7","0","","","","","","",
"6~10권","여행","","","","","","","","","","1.3","0","","","","","","",
"6~10권","스포츠","","","","","","","","","","1.4","0","","","","","","",
"6~10권","컴퓨터","","","","","","","","","",".6","0","","","","","","",
"6~10권","만화, 무협지","","","","","","","","","","5.9","0","","","","","","",
"6~10권","무협지, 판타지소설","","","","","","","","","","3.9","0","","","","","","",
"6~10권","만화","","","","","","","","","","2","0","","","","","","",
"6~10권","철학,사상,종교","","","","","","","","","","","0","","11.1","10.7","10.2","","",
"6~10권","기 타","","","","","","","","","",".7","0","","","","","","",
"6~15권","사례수","","","","","","","","276","341","","0","","","","","","",
"6~15권","계","","","","","","","","","","","0","","","","","","",
"6~15권","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"6~15권","수필","","","","","","","","7.3","8.7","","0","","","","","","",
"6~15권","재테크","","","","","","","","7.7","5.8","","0","","","","","","",
"6~15권","철학, 사상, 종교","","","","","","","","2","1.7","","0","","","","","","",
"6~15권","자기계발서","","","","","","","","","","","0","","","","","","",
"6~15권","취미,오락,여행,건강","","","","","","","","","","","0","","","","","","",
"6~15권","경제,경영","","","","","","","","","","","0","","","","","","",
"6~15권","정치,사회,시사","","","","","","","","","","","0","","","","","","",
"6~15권","어학, 외국어","","","","","","","","2.4","1.7","","0","","","","","","",
"6~15권","역사, 지리","","","","","","","","3.1","2","","0","","","","","","",
"6~15권","가정,육아,요리","","","","","","","","","","","0","","","","","","",
"6~15권","시","","","","","","","","3.3","2.4","","0","","","","","","",
"6~15권","책을 전혀 읽지 않는다","","","","","","","","0","0","","0","","","","","","",
"6~15권","선호분야없음","","","","","","","","","","","0","","","","","","",
"6~15권","국내소설","","","","","","","","","","","0","","","","","","",
"6~15권","추리소설","","","","","","","","4.5","3.9","","0","","","","","","",
"6~15권","외국소설","","","","","","","","","","","0","","","","","","",
"6~15권","유모어·풍자","","","","","","","","","","","0","","","","","","",
"6~15권","공상과학소설","","","","","","","","","","","0","","","","","","",
"6~15권","과학,기술","","","","","","","","","","","0","","","","","","",
"6~15권","시,소설,수필","","","","","","","","","","","0","","","","","","",
"6~15권","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"6~15권","예술,문화","","","","","","","","","","","0","","","","","","",
"6~15권","재테크,부동산","","","","","","","","","","","0","","","","","","",
"6~15권","역사,지리","","","","","","","","","","","0","","","","","","",
"6~15권","어학,컴퓨터","","","","","","","","","","","0","","","","","","",
"6~15권","문학도서","","","","","","","","43.1","44.7","","0","","","","","","",
"6~15권","일반소설","","","","","","","","23","25.2","","0","","","","","","",
"6~15권","수기, 전기","","","","","","","","2.4","2.4","","0","","","","","","",
"6~15권","동화","","","","","","","","1.2","1.5","","0","","","","","","",
"6~15권","다큐멘터리","","","","","","","","1.4",".5","","0","","","","","","",
"6~15권","문학외교양","","","","","","","","22.4","21.1","","0","","","","","","",
"6~15권","경제, 경영","","","","","","","","6.8","8.8","","0","","","","","","",
"6~15권","종교","","","","","","","","8","5.7","","0","","","","","","",
"6~15권","과학, 기술","","","","","","","","1.5","1.1","","0","","","","","","",
"6~15권","예술","","","","","","","",".6","1.5","","0","","","","","","",
"6~15권","법, 정치","","","","","","","",".4",".5","","0","","","","","","",
"6~15권","실용, 취미도서류","","","","","","","","23.3","25.9","","0","","","","","","",
"6~15권","요리","","","","","","","","1.3","2.1","","0","","","","","","",
"6~15권","건강, 다이어트","","","","","","","","5.2","3.6","","0","","","","","","",
"6~15권","여성, 육아","","","","","","","","1.3","3.3","","0","","","","","","",
"6~15권","취미","","","","","","","","2.5","2.2","","0","","","","","","",
"6~15권","연예, 오락","","","","","","","","2.6","2.3","","0","","","","","","",
"6~15권","여행","","","","","","","","2","2.2","","0","","","","","","",
"6~15권","스포츠","","","","","","","","2","2.1","","0","","","","","","",
"6~15권","컴퓨터","","","","","","","","1.6",".7","","0","","","","","","",
"6~15권","만화, 무협지","","","","","","","","6","6.8","","0","","","","","","",
"6~15권","무협지, 판타지소설","","","","","","","","4.4","4.1","","0","","","","","","",
"6~15권","만화","","","","","","","","1.5","2.7","","0","","","","","","",
"6~15권","철학,사상,종교","","","","","","","","","","","0","","","","","","",
"6~15권","기 타","","","","","","","",".1","1.4","","0","","","","","","",
"11~15권","사례수","","","","","","","","","","70","0","","180","516","","","",
"11~15권","계","","","","","","","","","","","0","","100","","","","",
"11~15권","소설( 장르 소설 포함)","","","","","","","","","","","0","","12.4","12.9","","","",
"11~15권","수필","","","","","","","","","","10.1","0","","","","","","",
"11~15권","재테크","","","","","","","","","","3.2","0","","","","","","",
"11~15권","철학, 사상, 종교","","","","","","","","","","3.7","0","","","","","","",
"11~15권","자기계발서","","","","","","","","","","","0","","10.6","8.6","","","",
"11~15권","취미,오락,여행,건강","","","","","","","","","","","0","","9.4","10.3","","","",
"11~15권","경제,경영","","","","","","","","","","","0","","6.2","7.1","","","",
"11~15권","정치,사회,시사","","","","","","","","","","","0","","3.2","4.1","","","",
"11~15권","어학, 외국어","","","","","","","","","","2.5","0","","","","","","",
"11~15권","역사, 지리","","","","","","","","","","2.2","0","","","","","","",
"11~15권","가정,육아,요리","","","","","","","","","","","0","","5.7","4.3","","","",
"11~15권","시","","","","","","","","","","3","0","","","","","","",
"11~15권","책을 전혀 읽지 않는다","","","","","","","","","","0","0","","","","","","",
"11~15권","선호분야없음","","","","","","","","","","","0","","","","","","",
"11~15권","국내소설","","","","","","","","","","","0","","","","","","",
"11~15권","추리소설","","","","","","","","","","4.9","0","","","","","","",
"11~15권","외국소설","","","","","","","","","","","0","","","","","","",
"11~15권","유모어·풍자","","","","","","","","","","","0","","","","","","",
"11~15권","공상과학소설","","","","","","","","","","","0","","","","","","",
"11~15권","과학,기술","","","","","","","","","","","0","","","","","","",
"11~15권","시,소설,수필","","","","","","","","","","","0","","","","","","",
"11~15권","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"11~15권","예술,문화","","","","","","","","","","","0","","4","5","","","",
"11~15권","재테크,부동산","","","","","","","","","","","0","","1.4","","","","",
"11~15권","역사,지리","","","","","","","","","","","0","","3.8","4.4","","","",
"11~15권","어학,컴퓨터","","","","","","","","","","","0","","2.6","","","","",
"11~15권","문학도서","","","","","","","","","","79.9","0","","27.6","27.2","","","",
"11~15권","일반소설","","","","","","","","","","28.4","0","","","","","","",
"11~15권","수기, 전기","","","","","","","","","","2","0","","","","","","",
"11~15권","동화","","","","","","","","","","0","0","","","","","","",
"11~15권","다큐멘터리","","","","","","","","","","1.5","0","","","","","","",
"11~15권","문학외교양","","","","","","","","","","20.7","0","","","","","","",
"11~15권","경제, 경영","","","","","","","","","","8.6","0","","","","","","",
"11~15권","종교","","","","","","","","","","2","0","","","","","","",
"11~15권","과학, 기술","","","","","","","","","","2.2","0","","","","","","",
"11~15권","예술","","","","","","","","","","1.2","0","","","","","","",
"11~15권","법, 정치","","","","","","","","","",".7","0","","","","","","",
"11~15권","실용, 취미도서류","","","","","","","","","","24","0","","","","","","",
"11~15권","요리","","","","","","","","","","1.2","0","","","","","","",
"11~15권","건강, 다이어트","","","","","","","","","","1.5","0","","","","","","",
"11~15권","여성, 육아","","","","","","","","","","1","0","","","","","","",
"11~15권","취미","","","","","","","","","","4.4","0","","","","","","",
"11~15권","연예, 오락","","","","","","","","","","1.5","0","","","","","","",
"11~15권","여행","","","","","","","","","","3.7","0","","","","","","",
"11~15권","스포츠","","","","","","","","","","2","0","","","","","","",
"11~15권","컴퓨터","","","","","","","","","","3","0","","","","","","",
"11~15권","만화, 무협지","","","","","","","","","","4.2","0","","","","","","",
"11~15권","무협지, 판타지소설","","","","","","","","","","2.7","0","","","","","","",
"11~15권","만화","","","","","","","","","","1.5","0","","","","","","",
"11~15권","철학,사상,종교","","","","","","","","","","","0","","11.8","9","","","",
"11~15권","기 타","","","","","","","","","","1.2","0","","","","","","",
"16권 이상","사례수","","","","","","","","202","214","","0","","","","","","",
"16권 이상","계","","","","","","","","","","","0","","","","","","",
"16권 이상","소설( 장르 소설 포함)","","","","","","","","","","","0","","","","","","",
"16권 이상","수필","","","","","","","","5.7","9","","0","","","","","","",
"16권 이상","재테크","","","","","","","","5.5","3.9","","0","","","","","","",
"16권 이상","철학, 사상, 종교","","","","","","","","5","2.7","","0","","","","","","",
"16권 이상","자기계발서","","","","","","","","","","","0","","","","","","",
"16권 이상","취미,오락,여행,건강","","","","","","","","","","","0","","","","","","",
"16권 이상","경제,경영","","","","","","","","","","","0","","","","","","",
"16권 이상","정치,사회,시사","","","","","","","","","","","0","","","","","","",
"16권 이상","어학, 외국어","","","","","","","","2","1.3","","0","","","","","","",
"16권 이상","역사, 지리","","","","","","","","4.6","3.7","","0","","","","","","",
"16권 이상","가정,육아,요리","","","","","","","","","","","0","","","","","","",
"16권 이상","시","","","","","","","","2.9","2.8","","0","","","","","","",
"16권 이상","책을 전혀 읽지 않는다","","","","","","","","0","0","","0","","","","","","",
"16권 이상","선호분야없음","","","","","","","","","","","0","","","","","","",
"16권 이상","국내소설","","","","","","","","","","","0","","","","","","",
"16권 이상","추리소설","","","","","","","","6.5","4.7","","0","","","","","","",
"16권 이상","외국소설","","","","","","","","","","","0","","","","","","",
"16권 이상","유모어·풍자","","","","","","","","","","","0","","","","","","",
"16권 이상","공상과학소설","","","","","","","","","","","0","","","","","","",
"16권 이상","과학,기술","","","","","","","","","","","0","","","","","","",
"16권 이상","시,소설,수필","","","","","","","","","","","0","","","","","","",
"16권 이상","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"16권 이상","예술,문화","","","","","","","","","","","0","","","","","","",
"16권 이상","재테크,부동산","","","","","","","","","","","0","","","","","","",
"16권 이상","역사,지리","","","","","","","","","","","0","","","","","","",
"16권 이상","어학,컴퓨터","","","","","","","","","","","0","","","","","","",
"16권 이상","문학도서","","","","","","","","25.6","50.2","","0","","","","","","",
"16권 이상","일반소설","","","","","","","","25.6","27.7","","0","","","","","","",
"16권 이상","수기, 전기","","","","","","","","1.1","3","","0","","","","","","",
"16권 이상","동화","","","","","","","","2.4","1.9","","0","","","","","","",
"16권 이상","다큐멘터리","","","","","","","","1.4","1.2","","0","","","","","","",
"16권 이상","문학외교양","","","","","","","","24.2","20.3","","0","","","","","","",
"16권 이상","경제, 경영","","","","","","","","6.1","6.4","","0","","","","","","",
"16권 이상","종교","","","","","","","","5.7","4.7","","0","","","","","","",
"16권 이상","과학, 기술","","","","","","","","1.3","1.2","","0","","","","","","",
"16권 이상","예술","","","","","","","",".8",".6","","0","","","","","","",
"16권 이상","법, 정치","","","","","","","",".7","1.2","","0","","","","","","",
"16권 이상","실용, 취미도서류","","","","","","","","15.8","20.6","","0","","","","","","",
"16권 이상","요리","","","","","","","","2.7","1.7","","0","","","","","","",
"16권 이상","건강, 다이어트","","","","","","","","2.5","2.6","","0","","","","","","",
"16권 이상","여성, 육아","","","","","","","","1.2","3.5","","0","","","","","","",
"16권 이상","취미","","","","","","","","1.4","2.8","","0","","","","","","",
"16권 이상","연예, 오락","","","","","","","",".8","1.6","","0","","","","","","",
"16권 이상","여행","","","","","","","","1.7","1.9","","0","","","","","","",
"16권 이상","스포츠","","","","","","","","1.2",".6","","0","","","","","","",
"16권 이상","컴퓨터","","","","","","","","1.6",".7","","0","","","","","","",
"16권 이상","만화, 무협지","","","","","","","","9.6","7.5","","0","","","","","","",
"16권 이상","무협지, 판타지소설","","","","","","","","6.6","5.5","","0","","","","","","",
"16권 이상","만화","","","","","","","","2.2","2","","0","","","","","","",
"16권 이상","철학,사상,종교","","","","","","","","","","","0","","","","","","",
"16권 이상","기 타","","","","","","","",".8","1.4","","0","","","","","","",
"16~20권","사례수","","","","","","","","","","34","0","","73","176","365","","",
"16~20권","계","","","","","","","","","","","0","","100","","100","","",
"16~20권","소설( 장르 소설 포함)","","","","","","","","","","","0","","8.6","15.3","11.1","","",
"16~20권","수필","","","","","","","","","","6","0","","","","","","",
"16~20권","재테크","","","","","","","","","","6","0","","","","","","",
"16~20권","철학, 사상, 종교","","","","","","","","","","6","0","","","","","","",
"16~20권","자기계발서","","","","","","","","","","","0","","13.4","9.4","7.1","","",
"16~20권","취미,오락,여행,건강","","","","","","","","","","","0","","10.5","11.7","12.2","","",
"16~20권","경제,경영","","","","","","","","","","","0","","5.7","6.7","7.5","","",
"16~20권","정치,사회,시사","","","","","","","","","","","0","","4.9","3.5","4","","",
"16~20권","어학, 외국어","","","","","","","","","","2","0","","","","2.4","","",
"16~20권","역사, 지리","","","","","","","","","","5","0","","","","","","",
"16~20권","가정,육아,요리","","","","","","","","","","","0","","5","6.2","5.9","","",
"16~20권","시","","","","","","","","","","1.5","0","","","","","","",
"16~20권","책을 전혀 읽지 않는다","","","","","","","","","","0","0","","","","","","",
"16~20권","선호분야없음","","","","","","","","","","","0","","","","","","",
"16~20권","국내소설","","","","","","","","","","","0","","","","","","",
"16~20권","추리소설","","","","","","","","","","4.5","0","","","","","","",
"16~20권","외국소설","","","","","","","","","","","0","","","","","","",
"16~20권","유모어·풍자","","","","","","","","","","","0","","","","","","",
"16~20권","공상과학소설","","","","","","","","","","","0","","","","","","",
"16~20권","과학,기술","","","","","","","","","","","0","","","","","","",
"16~20권","시,소설,수필","","","","","","","","","","","0","","","","","","",
"16~20권","무협,판타지,추리소설","","","","","","","","","","","0","","","","","","",
"16~20권","예술,문화","","","","","","","","","","","0","","2.9","3.3","3.2","","",
"16~20권","재테크,부동산","","","","","","","","","","","0","","6.7","","3.6","","",
"16~20권","역사,지리","","","","","","","","","","","0","","2.4","4.4","3.9","","",
"16~20권","어학,컴퓨터","","","","","","","","","","","0","","0","","","","",
"16~20권","문학도서","","","","","","","","","","34.5","0","","29.3","24.6","24.7","","",
"16~20권","일반소설","","","","","","","","","","17.5","0","","","","","","",
"16~20권","수기, 전기","","","","","","","","","","3","0","","","","","","",
"16~20권","동화","","","","","","","","","","1","0","","","","","","",
"16~20권","다큐멘터리","","","","","","","","","","1","0","","","","","","",
"16~20권","문학외교양","","","","","","","","","","30","0","","","","","","",
"16~20권","경제, 경영","","","","","","","","","","11","0","","","","","","",
